,Year,enName,speciesAcronym,FishStock,StockKey,SpeciesName,ICES Areas (splited with character '~'),StockSize,StockSizeDescription,StockSizeUnits,FishingPressure,FishingPressureDescription,FishingPressureUnits,Flim,Fpa,Blim,Bpa,FMSY,MSYBtrigger,CatchesLadingsUnits,Landings,OfficialLandings,Catches,Report,AssessmentKey,AssessmentYear,fullArea,area,Area,Species,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,_mergeCatch,sumOffCatches,diffCatches
984,2012,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,4225513.0,SSB,tonnes,0.2376626,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,899551.49,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,16,27.3.d.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
985,2016,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,5598144.0,SSB,tonnes,0.2016631,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1100134.72,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,16,27.3.d.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
986,2020,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,16,27.3.d.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
987,2012,Blue whiting,whb,whb.27.1-91214,169301,Micromesistius poutassou,27.1.a ~ 27.1.b ~ 27.12.a.1 ~ 27.12.a.2 ~ 27.12.a.3 ~ 27.12.a.4 ~ 27.12.b ~ 27.12.c ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a ~ 27.9.b.1 ~ 27.9.b.2,3476370.0,SSB,,0.112,F,,0.88,0.32,1500000.0,2250000.0,0.32,2250000.0,,375692.0,,375692.0,https://doi.org/10.17895/ices.advice.21493974.v1,17597,2022,16,27.3.b.23,27.3.b.23,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both,0.0,-1.0
988,2016,Blue whiting,whb,whb.27.1-91214,169301,Micromesistius poutassou,27.1.a ~ 27.1.b ~ 27.12.a.1 ~ 27.12.a.2 ~ 27.12.a.3 ~ 27.12.a.4 ~ 27.12.b ~ 27.12.c ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a ~ 27.9.b.1 ~ 27.9.b.2,4974200.0,SSB,,0.437,F,,0.88,0.32,1500000.0,2250000.0,0.32,2250000.0,,1180786.0,,1180786.0,https://doi.org/10.17895/ices.advice.21493974.v1,17597,2022,16,27.3.b.23,27.3.b.23,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both,0.0,-1.0
989,2020,Blue whiting,whb,whb.27.1-91214,169301,Micromesistius poutassou,27.1.a ~ 27.1.b ~ 27.12.a.1 ~ 27.12.a.2 ~ 27.12.a.3 ~ 27.12.a.4 ~ 27.12.b ~ 27.12.c ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a ~ 27.9.b.1 ~ 27.9.b.2,4480563.0,SSB,,0.415,F,,0.88,0.32,1500000.0,2250000.0,0.32,2250000.0,,1460507.0,,1460507.0,https://doi.org/10.17895/ices.advice.21493974.v1,17597,2022,16,27.3.b.23,27.3.b.23,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both,0.0,-1.0
990,2012,White anglerfish,mon,mon.27.78abd,195876,Lophius piscatorius,27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.d.1 ~ 27.8.d.2,38879.0,Combined-sex SSB,tonnes,0.1709,,,,0.212,23868.0,28275.0,0.192,28275.0,tonnes,28188.0,,30518.0,NA - The advice link for key 17651 was not found!,17651,2022,16,27.8.d.2,27.8.d.2,mon,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,both,0.0,-1.0
991,2016,White anglerfish,mon,mon.27.78abd,195876,Lophius piscatorius,27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.d.1 ~ 27.8.d.2,55502.0,Combined-sex SSB,tonnes,0.1702,,,,0.212,23868.0,28275.0,0.192,28275.0,tonnes,29083.0,,32668.0,NA - The advice link for key 17651 was not found!,17651,2022,16,27.8.d.2,27.8.d.2,mon,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.02,,,0.0,both,0.02,-0.9999993877800906
992,2020,White anglerfish,mon,mon.27.78abd,195876,Lophius piscatorius,27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.d.1 ~ 27.8.d.2,67993.0,Combined-sex SSB,tonnes,0.129,,,,0.212,23868.0,28275.0,0.192,28275.0,tonnes,20037.0,,21387.0,NA - The advice link for key 17651 was not found!,17651,2022,16,27.8.d.2,27.8.d.2,mon,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.06,,,0.0,both,0.06,-0.9999971945574414
993,2012,Blue ling,bli,bli.27.5b67,169062,Molva dypterygia,27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2,70443.8897424896,SSB,tonnes,0.05606,F,,0.17,0.12,54000,75037,0.12,75037,tonnes,3016,,,https://doi.org/10.17895/ices.advice.19447787.v1,17134,2022,17,27.7.k.1,27.7.k.1,bli,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,both,0.0,
994,2016,Blue ling,bli,bli.27.5b67,169062,Molva dypterygia,27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2,76982.9895293246,SSB,tonnes,0.04885,F,,0.17,0.12,54000,75037,0.12,75037,tonnes,2734,,,https://doi.org/10.17895/ices.advice.19447787.v1,17134,2022,17,27.7.k.1,27.7.k.1,bli,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,both,0.0,
995,2020,Blue ling,bli,bli.27.5b67,169062,Molva dypterygia,27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2,90851.590612075,SSB,tonnes,0.04447,F,,0.17,0.12,54000,75037,0.12,75037,tonnes,3478,,,https://doi.org/10.17895/ices.advice.19447787.v1,17134,2022,17,27.7.k.1,27.7.k.1,bli,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,both,0.0,
996,2012,Hake,hke,hke.27.3a46-8abd,169126,Merluccius merluccius,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.d.1 ~ 27.8.d.2,253980.0,SSB,tonnes,0.173246,F,,0.73,0.54,61563.0,78405.0,0.24,78405.0,tonnes,85677.0,,98357.2225,https://doi.org/10.17895/ices.advice.19448012.v1,17380,2022,17,27.7.j.2,27.7.j.2,hke,0.0,,,,,,0.0,0.0,,,,515.84,,,,,,,66.0,,0.0,0.0,,11339.41,,,991.5,both,12912.75,-0.8687157925794418
997,2016,Hake,hke,hke.27.3a46-8abd,169126,Merluccius merluccius,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.d.1 ~ 27.8.d.2,289381.0,SSB,tonnes,0.215141,F,,0.73,0.54,61563.0,78405.0,0.24,78405.0,tonnes,107547.0,,123588.2439,https://doi.org/10.17895/ices.advice.19448012.v1,17380,2022,17,27.7.j.2,27.7.j.2,hke,0.0,,,,,,12990.55,0.0,,,,1347.07,,,,,,,119.5,,0.0,0.0,,17371.31,,,1813.99,both,33642.42,-0.7277862445620525
998,2020,Hake,hke,hke.27.3a46-8abd,169126,Merluccius merluccius,27.3.a ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.d.1 ~ 27.8.d.2,199969.0,SSB,tonnes,0.192522,F,,0.73,0.54,61563.0,78405.0,0.24,78405.0,tonnes,72579.0,,79525.0953,https://doi.org/10.17895/ices.advice.19448012.v1,17380,2022,17,27.7.j.2,27.7.j.2,hke,0.2,,,,,,8880.247,3.0621,,,,1341.0973,,,,,,,41.944,,44.594,0.0,,10893.45,,,0.0,both,21204.5944,-0.7333597109188249
999,2012,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,4225513.0,SSB,tonnes,0.2376626,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,899551.49,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,17,27.3.d.28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
1000,2016,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,5598144.0,SSB,tonnes,0.2016631,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1100134.72,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,17,27.3.d.28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
1001,2020,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,17,27.3.d.28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.0,-1.0
1002,2012,Blue whiting,whb,whb.27.1-91214,169301,Micromesistius poutassou,27.1.a ~ 27.1.b ~ 27.12.a.1 ~ 27.12.a.2 ~ 27.12.a.3 ~ 27.12.a.4 ~ 27.12.b ~ 27.12.c ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a ~ 27.9.b.1 ~ 27.9.b.2,3476370.0,SSB,,0.112,F,,0.88,0.32,1500000.0,2250000.0,0.32,2250000.0,,375692.0,,375692.0,https://doi.org/10.17895/ices.advice.21493974.v1,17597,2022,17,27.3.c.22,27.3.c.22,whb,,,0.08,,,,,,,,,,,,,,,,,,,,,,0.0,,,both,0.08,-0.9999997870596126
1003,2016,Blue whiting,whb,whb.27.1-91214,169301,Micromesistius poutassou,27.1.a ~ 27.1.b ~ 27.12.a.1 ~ 27.12.a.2 ~ 27.12.a.3 ~ 27.12.a.4 ~ 27.12.b ~ 27.12.c ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a ~ 27.9.b.1 ~ 27.9.b.2,4974200.0,SSB,,0.437,F,,0.88,0.32,1500000.0,2250000.0,0.32,2250000.0,,1180786.0,,1180786.0,https://doi.org/10.17895/ices.advice.21493974.v1,17597,2022,17,27.3.c.22,27.3.c.22,whb,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,both,0.0,-1.0
