DATAFLOW,LAST UPDATE,freq,na_item,ppp_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2018,114.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2019,123.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2020,120.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2021,115.6,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,US,2022,133.1,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,XK,2014,53.2,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,XK,2015,52.8,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,XK,2016,52.9,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,XK,2017,53.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,XK,2018,54.7,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,XK,2019,56.5,
ESTAT:TEC00120(1.0),21/06/23 23:00:00,A,PLI_EU27_2020,E011,XK,2020,57.4,
