"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,6827378.990232,,
"MEX","Mexico","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,16703768.951769,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,22599803.543636,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,25680966.780163,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,27964268.199965,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,39365114.646806,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,25482191.951294,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,17211209.646703,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,25154343.31525,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,8530535.6145784,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,6827378.990232,,
"MEX","Mexico","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"MEX","Mexico","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,8489891.216055,,
"MEX","Mexico","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,10885082.505456,,
"MEX","Mexico","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,15589941.613857,,
"MEX","Mexico","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,15070350.197719,,
"MEX","Mexico","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,13421515.080639,,
"MEX","Mexico","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,18770088.428176,,
"MEX","Mexico","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,65109521.985616,,
"MEX","Mexico","IFINC_INS","I.B.1. Income support","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,8489891.216055,,
"MEX","Mexico","IFINC_INS","I.B.1. Income support","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,10885082.505456,,
"MEX","Mexico","IFINC_INS","I.B.1. Income support","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,15589941.613857,,
"MEX","Mexico","IFINC_INS","I.B.1. Income support","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,15070350.197719,,
"MEX","Mexico","IFINC_INS","I.B.1. Income support","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,13421515.080639,,
"MEX","Mexico","IFINC_INS","I.B.1. Income support","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,18770088.428176,,
"MEX","Mexico","IFINC_INS","I.B.1. Income support","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,65109521.985616,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,9658103.3749564,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3458332.9266062,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1140666.553263,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1119823.6775679,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1112324.4099575,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,428367.9860011,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,885792.13715099,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,37092.985718717,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,36499.846761643,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"MEX","Mexico","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,5224875.5962879,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,5871123.3405175,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,5323110.5818939,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,5716582.409962,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,5260993.8308799,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,3275755.1870672,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,7242021.7758587,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,8462499.7418273,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,7456397.2670214,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,921071.70828588,,
"MEX","Mexico","GSMNG","II.G. Management of resources","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,5224875.5962879,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,5871123.3405175,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,5323110.5818939,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,5716582.409962,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,5260993.8308799,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,3275755.1870672,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,3280115.1260561,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,3248285.7493676,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,3248486.3617863,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,374673.23726883,,
"MEX","Mexico","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,380255,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,332476,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,65410,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,5038055,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,185638,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,2162778,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,203750,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,2934582.5,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,773107,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,377037,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,380255,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,332476,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,65410,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,5038055,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,185638,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,2162778,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,203750,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,2934582.5,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,773107,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,377037,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,380255,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,332476,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,65410,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,5038055,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,185638,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,2162778,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,2537360,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,1490979,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,1682329,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,1749698,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,1272581,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,3695922,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,1203036,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,1985957,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,3359770,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,8287272,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,7744290,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,7546229,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,14485259,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,463852,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,0,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,2347309,,
"NLD","Netherlands","GSRND","II.F. Research and development","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,1424890,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,1649904,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,1623966,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,6279396,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,6768454,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,7329238,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,7000000,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,7000000,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,7734705,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,7000000,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,480000,,
"NLD","Netherlands","GSMNG","II.G. Management of resources","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,480000,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2010","2010","EUR","Euro","0","Units",,,1649904,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2011","2011","EUR","Euro","0","Units",,,1623966,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2012","2012","EUR","Euro","0","Units",,,6279396,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2013","2013","EUR","Euro","0","Units",,,6768454,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2014","2014","EUR","Euro","0","Units",,,7329238,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2015","2015","EUR","Euro","0","Units",,,7000000,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,7000000,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,7734705,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,7000000,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,100000,,
"NLD","Netherlands","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,100000,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,503619.97792889,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,427343.63242528,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,86831.545642973,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,6684473.2416406,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,205932.28849771,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,2391708.7053389,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,229679.12558599,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,3463351.4685848,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,865403.71587782,,
"NLD","Netherlands","IFINP","I.A. Transfers based on input use","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,429651.44068419,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,503619.97792889,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,427343.63242528,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,86831.545642973,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,6684473.2416406,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,205932.28849771,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,2391708.7053389,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,229679.12558599,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,3463351.4685848,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,865403.71587782,,
"NLD","Netherlands","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,429651.44068419,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,503619.97792889,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,427343.63242528,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,86831.545642973,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,6684473.2416406,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,205932.28849771,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,2391708.7053389,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2994555.2671729,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1916410.1521006,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2233285.8484941,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2321493.0090982,,
"NLD","Netherlands","GSCOM","II.D. Support to fishing communities","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,1411701.9017049,,
