DATAFLOW,LAST UPDATE,freq,pres,species,natvessr,dest_use,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2015,4292951.8467,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2016,3994600.8483,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2017,4535338.6232,e
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2018,4205442.1587,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2019,4334784.5465,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2020,2769510.5769,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,RO,2021,2249545.93,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2002,112660824.2904,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2003,93617347.9246,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2004,111270374.6214,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2005,105849180.0745,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2006,116750656.7243,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2007,121514068.6185,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2008,104527230.9577,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2009,90111880.0108,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2010,106883050.7842,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2011,117394081.8596,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2012,94906859.7056,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2013,98222757.5846,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2014,76357868.4432,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2015,88435774.8851,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2016,83755013.4937,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2017,49910199.8136,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2018,60841598.7832,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2019,52154624.1993,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2020,51716037.3119,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SE,2021,42978967.6934,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2003,810033.9872,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2004,701552.573,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2005,1123309.4425,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2006,1473138.4,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2007,1852848.1,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2008,1421588.9,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2009,1688230.6,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2010,1997074.9,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2011,2049889.7,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2012,1465650.9,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2013,1230360.7,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2014,1281351.2,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2015,1272073.1,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2016,1084398.0807,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2017,888564.6,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2018,863758.1,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2019,878035.2786,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2020,1221685.2111,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,SI,2021,888989.4202,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,TR,2016,364282003.718,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,TR,2017,340396778.1373,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,TR,2018,300972004.7167,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,TR,2019,346148332.8682,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,TR,2020,330097350.1431,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,TR,2021,319755104.4381,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2002,768580025.1468,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2003,659608421.7208,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2004,641759992.8084,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2005,410054376.5376,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2006,674947228.1457,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2007,874027117.167,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2008,740051281.0604,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2009,659792606.972,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2010,741745034.9433,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2011,820523936.0316,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2012,820128260.1878,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2013,725968854.4627,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2014,839119460.7849,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2015,847959220.6474,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2016,935287320.9087,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2017,874965642.3515,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2018,897682485.0102,
ESTAT:FISH_LD_MAIN(1.0),28/02/23 23:00:00,A,TOTAL,F00,TOTAL,TOTAL,EUR,UK,2019,948136546.0469,
