Country,Year,plastic,14.1,14.2,14.3,14.4,14.5,14.6,livelihoods,14.7,14.a,14.b,14.c
Latvia,2014,52.69007048121662,30.357232776048292,62.55072847792035,96.93258928993369,95.20778761310564,65.33861157413858,62.26573338488146,20.530140823960036,41.82681765432176,65.80451647599317,85.40457627244913,90.14267603787502
Latvia,2015,42.54331078722633,27.06214582256046,61.784797812378436,96.12955485225413,94.84035268699719,69.45765019087746,63.24693477274689,18.963312182167076,42.87749243828507,64.25656656217144,86.82933506414768,90.14267603787502
Latvia,2016,33.3340064503658,25.60351024848181,61.65216554621275,95.83057636616273,94.47209884467016,73.52731122642224,96.4244822870794,17.628997653819894,23.46222902343217,63.88389515134438,88.32728444513819,90.14267603787502
Latvia,2017,31.074340499036317,25.078771202749657,64.97850547546092,94.96495510894358,93.61674695617248,73.52731122642224,62.59465498081054,19.410199439482394,39.479507181076166,64.59673373964627,88.44158912924465,90.34098552282907
Latvia,2018,33.714445306719874,23.326524842390853,68.09712598066511,90.78879975913736,92.76108732229488,73.52731122642224,77.2523728157724,20.674537777373004,54.53785446400058,65.3094545293976,88.68581428901757,90.53924227326748
Latvia,2019,30.815427607937817,36.979395468167034,72.07399646181977,91.44270110191205,91.9051111208558,73.52731122642224,96.04001906670179,20.625066031585437,45.19836859066696,66.02173226626778,88.93002724146228,90.7374466612662
Latvia,2020,30.262750932152443,36.077705166016194,75.499488564844,96.77242665972001,91.04880916350179,73.53035644375397,92.65593422550737,17.72713744781099,28.06850476075748,66.73357890836536,89.11428071738065,90.93559905471767
Latvia,2021,30.262750932152443,46.034771683729616,79.26610278128248,94.43598475257717,90.19217187530461,73.53340163899401,89.24493836798165,17.72713744781099,28.06850476075748,67.4450059188774,88.97376396648531,91.13369981739606
Latvia,2022,30.262750932152443,68.00688054585996,82.66132560842347,94.43598475257717,89.33518927290731,73.53340163899401,89.11755460716462,17.72713744781099,28.06850476075748,68.15602429363638,93.80883636291453,91.13369981739606
Latvia,2023,30.262750932152443,68.00688054585996,86.1856443569504,94.43598475257717,89.33518927290731,73.53340163899401,89.11755460716462,17.72713744781099,28.06850476075748,68.15602429363638,93.80883636291453,91.13369981739606
