year,assess_year,code,category,scientific_name
2020,2019,NT,Near Threatened,Hexanchus griseus
2009,2005,NT,Near Threatened,Hexanchus griseus
2000,2000,LR/nt,Lower Risk/near threatened,Hexanchus griseus
1996,1996,VU,Vulnerable,Hexanchus griseus
2019,2018,VU,Vulnerable,Lamna nasus
2006,2006,VU,Vulnerable,Lamna nasus
2000,2000,LR/nt,Lower Risk/near threatened,Lamna nasus
1996,1996,VU,Vulnerable,Lamna nasus
2014,2009,LC,Least Concern,Diplodus cervinus
2014,2009,LC,Least Concern,Pagrus pagrus
1996,1996,EN,Endangered,Pagrus pagrus
2020,2019,LC,Least Concern,Etmopterus pusillus
2009,2008,LC,Least Concern,Etmopterus pusillus
2020,2020,NT,Near Threatened,Carcharhinus altimus
2009,2008,DD,Data Deficient,Carcharhinus altimus
2019,2018,VU,Vulnerable,Alopias superciliosus
2009,2007,VU,Vulnerable,Alopias superciliosus
2019,2018,LC,Least Concern,Pteroplatytrygon violacea
2009,2007,LC,Least Concern,Pteroplatytrygon violacea
2019,2011,LC,Least Concern,Gymnothorax buroensis
2014,2011,NT,Near Threatened,Dentex angolensis
2014,2009,LC,Least Concern,Pagrus caeruleostictus
2014,2009,LC,Least Concern,Lithognathus mormyrus
2014,2011,LC,Least Concern,Pagellus bellottii
2014,2009,LC,Least Concern,Dentex maroccanus
2014,2009,LC,Least Concern,Sarpa salpa
2014,2009,LC,Least Concern,Dentex gibbosus
2014,2011,LC,Least Concern,Dentex canariensis
2014,2009,LC,Least Concern,Oblada melanura
2014,2009,LC,Least Concern,Pagrus auriga
2014,2011,LC,Least Concern,Diplodus bellottii
2014,2009,LC,Least Concern,Pagellus erythrinus
2014,2009,LC,Least Concern,Pagellus acarne
2014,2009,LC,Least Concern,Dentex macrophthalmus
2014,2009,NT,Near Threatened,Pagellus bogaraveo
2014,2009,VU,Vulnerable,Dentex dentex
2014,2009,LC,Least Concern,Boops boops
2014,2009,LC,Least Concern,Sparus aurata
2014,2009,LC,Least Concern,Spondyliosoma cantharus
2014,2009,LC,Least Concern,Diplodus annularis
2014,2009,LC,Least Concern,Diplodus vulgaris
2014,2009,LC,Least Concern,Diplodus puntazzo
2014,2009,LC,Least Concern,Spicara maena
2014,2009,LC,Least Concern,Spicara smaris
2014,2009,LC,Least Concern,Centracanthus cirrus
2014,2011,LC,Least Concern,Spicara melanurus
2012,2010,LC,Least Concern,Naso lituratus
2012,2010,LC,Least Concern,Ctenochaetus marginatus
2012,2010,LC,Least Concern,Naso annulatus
2012,2010,LC,Least Concern,Naso hexacanthus
2012,2010,LC,Least Concern,Acanthurus monroviae
2014,2010,LC,Least Concern,Tripterygion tartessicum
2014,2007,LC,Least Concern,Blennius ocellaris
2014,2011,DD,Data Deficient,Spaniblennius riodourensis
2014,2007,LC,Least Concern,Tripterygion delaisi
2014,2007,LC,Least Concern,Clinitrachus argentatus
2014,2007,LC,Least Concern,Coryphoblennius galerita
2014,2011,LC,Least Concern,Aidablennius sphynx
2014,2007,LC,Least Concern,Salaria pavo
2014,2011,LC,Least Concern,Lipophrys pholis
2014,2007,LC,Least Concern,Parablennius incognitus
2015,2013,LC,Least Concern,Dactylopterus volitans
2014,2007,LC,Least Concern,Parablennius tentacularis
2014,2007,LC,Least Concern,Parablennius sanguinolentus
2015,2010,LC,Least Concern,Chromis chromis
2015,2011,LC,Least Concern,Abudefduf luridus
2015,2010,LC,Least Concern,Chromis limbata
2015,2011,LC,Least Concern,Muraena melanotis
2014,2011,LC,Least Concern,Sphoeroides pachygaster
1996,1996,VU,Vulnerable,Sphoeroides pachygaster
2015,2013,LC,Least Concern,Halosaurus guentheri
2015,2011,LC,Least Concern,Gymnothorax maderensis
2016,2013,LC,Least Concern,Cookeolus japonicus
2015,2011,LC,Least Concern,Aldrovandia oleosa
2015,2011,LC,Least Concern,Serrivomer beanii
2015,2011,LC,Least Concern,Gymnothorax polygonius
2015,2013,LC,Least Concern,Zenopsis conchifer
2015,2011,LC,Least Concern,Avocettina infans
2015,2011,LC,Least Concern,Aldrovandia affinis
2015,2012,LC,Least Concern,Polyacanthonotus challengeri
2015,2013,LC,Least Concern,Corniger spinosus
2015,2013,LC,Least Concern,Mulloidichthys martinicus
2015,2011,LC,Least Concern,Nettastoma melanurum
2015,2011,LC,Least Concern,Aldrovandia gracilis
2015,2011,LC,Least Concern,Polyacanthonotus merretti
2022,2019,LC,Least Concern,Labichthys carinatus
2014,2011,LC,Least Concern,Arothron meleagris
2022,2022,LC,Least Concern,Melichthys vidua
2014,2011,LC,Least Concern,Canthigaster capistrata
2015,2011,VU,Vulnerable,Balistes punctatus
2014,2011,LC,Least Concern,Ephippion guttifer
2015,2011,DD,Data Deficient,Acanthostracion notacanthus
2014,2011,LC,Least Concern,Sphoeroides marmoratus
2015,2013,LC,Least Concern,Parapristipoma humile
2015,2011,LC,Least Concern,Parapristipoma octolineatum
2015,2011,DD,Data Deficient,Plectorhinchus mediterraneus
2016,2016,EN,Endangered,Rhincodon typus
2005,2005,VU,Vulnerable,Rhincodon typus
2000,2000,VU,Vulnerable,Rhincodon typus
1996,1996,DD,Data Deficient,Rhincodon typus
1994,1994,I,Indeterminate,Rhincodon typus
1990,1990,I,Indeterminate,Rhincodon typus
2015,2011,LC,Least Concern,Chlopsis bicolor
2015,2014,LC,Least Concern,Ariosoma balearicum
2015,2011,LC,Least Concern,Conger conger
2015,2011,LC,Least Concern,Gymnothorax unicolor
2015,2011,LC,Least Concern,Muraena helena
2015,2011,LC,Least Concern,Apterichtus anguiformis
2015,2011,LC,Least Concern,Apterichtus caecus
2022,2019,LC,Least Concern,Dalophis imberbis
2015,2011,LC,Least Concern,Echelus myrus
2015,2011,LC,Least Concern,Ophisurus serpens
2015,2011,LC,Least Concern,Dysomma brevirostre
2015,2011,LC,Least Concern,Anarchias longicauda
2019,2011,LC,Least Concern,Echidna nebulosa
2015,2011,LC,Least Concern,Enchelycore anatina
2022,2019,LC,Least Concern,Enchelynassa canina
2019,2011,LC,Least Concern,Gymnomuraena zebra
2015,2011,DD,Data Deficient,Gymnothorax bacalladoi
2019,2011,LC,Least Concern,Gymnothorax flavimarginatus
2019,2011,LC,Least Concern,Gymnothorax pictus
2015,2011,LC,Least Concern,Gymnothorax vicinus
2015,2011,LC,Least Concern,Muraena augusti
2019,2011,LC,Least Concern,Scuticaria tigrina
2019,2011,LC,Least Concern,Uropterygius macrocephalus
2019,2011,LC,Least Concern,Uropterygius supraforatus
2015,2011,LC,Least Concern,Aldrovandia phalacra
2015,2013,LC,Least Concern,Halosauropsis macrochir
2015,2013,LC,Least Concern,Halosaurus johnsonianus
2015,2013,LC,Least Concern,Halosaurus ovenii
2015,2011,LC,Least Concern,Notacanthus chemnitzii
2015,2012,LC,Least Concern,Apogon imberbis
2012,2011,LC,Least Concern,Kuhlia mugil
2022,2020,LC,Least Concern,Planiliza subviridis
2015,2011,LC,Least Concern,Myrichthys pardalis
2022,2019,LC,Least Concern,Saurenchelys stylura
2022,2019,DD,Data Deficient,Nettenchelys dionisi
2022,2019,DD,Data Deficient,Dysommina proboscideus
2022,2019,LC,Least Concern,Ilyophis blachei
2015,2011,LC,Least Concern,Ilyophis brunneus
2015,2011,LC,Least Concern,Heteroconger longissimus
2015,2011,LC,Least Concern,Pisodonophis semicinctus
2015,2011,LC,Least Concern,Pseudophichthys splendens
2015,2011,LC,Least Concern,Stemonidium hypomelas
2015,2011,LC,Least Concern,Mystriophis crosnieri
2022,2019,LC,Least Concern,Ilyophis arx
2015,2011,DD,Data Deficient,Histiobranchus bathybius
2015,2011,LC,Least Concern,Nemichthys curvirostris
2022,2019,LC,Least Concern,Synaphobranchus brevidorsalis
2015,2011,LC,Least Concern,Venefica proboscidea
2015,2011,LC,Least Concern,Nessorhamphus ingolfianus
2022,2019,VU,Vulnerable,Acipenser oxyrinchus
2006,2006,NT,Near Threatened,Acipenser oxyrinchus
1996,1996,LR/nt,Lower Risk/near threatened,Acipenser oxyrinchus
1990,1990,V,Vulnerable,Acipenser oxyrinchus
1988,1988,V,Vulnerable,Acipenser oxyrinchus
1986,1986,V,Vulnerable,Acipenser oxyrinchus
2021,2020,VU,Vulnerable,Carcharhinus limbatus
2009,2005,NT,Near Threatened,Carcharhinus limbatus
2000,2000,LR/nt,Lower Risk/near threatened,Carcharhinus limbatus
1996,1996,VU,Vulnerable,Carcharhinus limbatus
2019,2018,EN,Endangered,Carcharhinus obscurus
2009,2007,VU,Vulnerable,Carcharhinus obscurus
2000,2000,LR/nt,Lower Risk/near threatened,Carcharhinus obscurus
1996,1996,EN,Endangered,Carcharhinus obscurus
2021,2020,EN,Endangered,Carcharhinus plumbeus
2009,2007,VU,Vulnerable,Carcharhinus plumbeus
2000,2000,LR/nt,Lower Risk/near threatened,Carcharhinus plumbeus
1996,1996,VU,Vulnerable,Carcharhinus plumbeus
2021,2020,CR,Critically Endangered,Carcharias taurus
2009,2005,VU,Vulnerable,Carcharias taurus
2000,2000,VU,Vulnerable,Carcharias taurus
1996,1996,EN,Endangered,Carcharias taurus
2020,2019,EN,Endangered,Centrophorus granulosus
2019,2018,LC,Least Concern,Odontaspis noronhai
2009,2005,DD,Data Deficient,Odontaspis noronhai
2000,2000,DD,Data Deficient,Odontaspis noronhai
2019,2018,EN,Endangered,Isurus oxyrinchus
2009,2004,VU,Vulnerable,Isurus oxyrinchus
2000,2000,LR/nt,Lower Risk/near threatened,Isurus oxyrinchus
2020,2020,CR,Critically Endangered,Galeorhinus galeus
2006,2006,VU,Vulnerable,Galeorhinus galeus
2000,2000,VU,Vulnerable,Galeorhinus galeus
2021,2020,VU,Vulnerable,Carcharhinus leucas
2009,2005,NT,Near Threatened,Carcharhinus leucas
2000,2000,LR/nt,Lower Risk/near threatened,Carcharhinus leucas
2019,2018,CR,Critically Endangered,Carcharhinus longimanus
2015,2006,VU,Vulnerable,Carcharhinus longimanus
2006,2006,VU,Vulnerable,Carcharhinus longimanus
2000,2000,LR/nt,Lower Risk/near threatened,Carcharhinus longimanus
2019,2018,NT,Near Threatened,Galeocerdo cuvier
2009,2005,NT,Near Threatened,Galeocerdo cuvier
2000,2000,LR/nt,Lower Risk/near threatened,Galeocerdo cuvier
2019,2018,NT,Near Threatened,Prionace glauca
2009,2005,NT,Near Threatened,Prionace glauca
2000,2000,LR/nt,Lower Risk/near threatened,Prionace glauca
2019,2018,CR,Critically Endangered,Sphyrna lewini
2009,2007,EN,Endangered,Sphyrna lewini
2000,2000,LR/nt,Lower Risk/near threatened,Sphyrna lewini
2019,2018,CR,Critically Endangered,Sphyrna mokarran
2007,2007,EN,Endangered,Sphyrna mokarran
2000,2000,DD,Data Deficient,Sphyrna mokarran
2019,2018,VU,Vulnerable,Sphyrna zygaena
2009,2005,VU,Vulnerable,Sphyrna zygaena
2000,2000,LR/nt,Lower Risk/near threatened,Sphyrna zygaena
2019,2018,LC,Least Concern,Carcharhinus galapagensis
2003,2003,NT,Near Threatened,Carcharhinus galapagensis
2020,2020,VU,Vulnerable,Carcharhinus brachyurus
2003,2003,NT,Near Threatened,Carcharhinus brachyurus
2020,2019,EN,Endangered,Echinorhinus brucus
2003,2003,DD,Data Deficient,Echinorhinus brucus
2020,2019,NT,Near Threatened,Heptranchias perlo
2003,2003,NT,Near Threatened,Heptranchias perlo
2018,2017,LC,Least Concern,Mitsukurina owstoni
2004,2004,LC,Least Concern,Mitsukurina owstoni
2015,2015,LC,Least Concern,Pseudotriakis microdon
2004,2004,DD,Data Deficient,Pseudotriakis microdon
2016,2015,LC,Least Concern,Harriotta raleighana
2006,2006,LC,Least Concern,Harriotta raleighana
2015,2015,LC,Least Concern,Isistius plutodus
2006,2006,LC,Least Concern,Isistius plutodus
2020,2019,LC,Least Concern,Squaliolus laticaudus
2006,2006,LC,Least Concern,Squaliolus laticaudus
2020,2019,LC,Least Concern,Zameus squamulosus
2006,2006,DD,Data Deficient,Zameus squamulosus
2019,2018,EN,Endangered,Isurus paucus
2006,2006,VU,Vulnerable,Isurus paucus
2018,2017,VU,Vulnerable,Dalatias licha
2009,2006,NT,Near Threatened,Dalatias licha
2000,2000,DD,Data Deficient,Dalatias licha
1996,1996,LR/nt,Lower Risk/near threatened,Dalatias licha
1996,1996,VU,Vulnerable,Dalatias licha
2021,2019,EN,Endangered,Gymnura altavela
2007,2007,VU,Vulnerable,Gymnura altavela
1996,1996,VU,Vulnerable,Melanogrammus aeglefinus
2010,2009,LC,Least Concern,Pomatoschistus microps
2008,2008,LC,Least Concern,Pomatoschistus microps
2008,2008,LC,Least Concern,Liopsetta glacialis
2008,2008,LC,Least Concern,Dicentrarchus labrax
2008,2008,DD,Data Deficient,Coregonus widegreni
2008,2008,LC,Least Concern,Chelon labrosus
2010,2009,LC,Least Concern,Platichthys flesus
2008,2008,LC,Least Concern,Platichthys flesus
2010,2009,LC,Least Concern,Coelorinchus occa
2010,2007,VU,Vulnerable,Bathygobius lineatus
2011,2010,LC,Least Concern,Coryphaena hippurus
2010,2010,LC,Least Concern,Coryphaena hippurus
2010,2009,LC,Least Concern,Diaphus rafinesquii
2010,2009,LC,Least Concern,Hypleurochilus bananensis
2010,2009,LC,Least Concern,Thalassobathia pelagica
2010,2009,LC,Least Concern,Talismania mekistonema
2010,2009,LC,Least Concern,Caranx crysos
2010,2009,LC,Least Concern,Alepisaurus ferox
2010,2009,DD,Data Deficient,Psednos andriashevi
2010,2009,LC,Least Concern,Chaenophryne longiceps
2010,2009,LC,Least Concern,Benthocometes robustus
2010,2009,LC,Least Concern,Xanthichthys mento
2010,2009,LC,Least Concern,Diaphus holti
2010,2009,LC,Least Concern,Bregmaceros atlanticus
2010,2009,LC,Least Concern,Argyropelecus hemigymnus
2010,2009,LC,Least Concern,Parablennius parvicornis
2011,2010,LC,Least Concern,Sarda sarda
2010,2010,LC,Least Concern,Sarda sarda
2010,2009,LC,Least Concern,Macroramphosus scolopax
2010,2009,LC,Least Concern,Cheilopogon pinnatibarbatus
2010,2009,LC,Least Concern,Clupea harengus
2010,2010,LC,Least Concern,Remora albescens
2010,2009,LC,Least Concern,Pomadasys incisus
2010,2009,LC,Least Concern,Synodus saurus
2010,2009,DD,Data Deficient,Serranus atricauda
2009,2003,EN,Endangered,Raja undulata
2009,2008,NT,Near Threatened,Raja brachyura
2010,2009,NT,Near Threatened,Holacanthus limbaughi
2010,2009,VU,Vulnerable,Holacanthus clarionensis
2011,2009,LC,Least Concern,Scomber japonicus
2011,2010,LC,Least Concern,Tetrapturus pfluegeri
2011,2010,LC,Least Concern,Orcynopsis unicolor
2011,2010,LC,Least Concern,Scomberomorus tritor
2011,2010,LC,Least Concern,Acanthocybium solandri
2011,2010,DD,Data Deficient,Tetrapturus georgii
2011,2010,LC,Least Concern,Auxis thazard
2011,2010,LC,Least Concern,Euthynnus alletteratus
2011,2010,LC,Least Concern,Coryphaena equiselis
2011,2010,LC,Least Concern,Scomber scombrus
2011,2010,LC,Least Concern,Auxis rochei
2011,2010,LC,Least Concern,Scomber colias
2010,2007,VU,Vulnerable,Myripristis gildi
2006,2006,LC,Least Concern,Aphanius fasciatus
1996,1996,DD,Data Deficient,Aphanius fasciatus
2010,2008,LC,Least Concern,Acantholabrus palloni
2010,2008,LC,Least Concern,Labrus mixtus
2010,2008,LC,Least Concern,Labrus bergylta
2010,2008,LC,Least Concern,Thalassoma pavo
2010,2008,LC,Least Concern,Symphodus mediterraneus
2010,2008,DD,Data Deficient,Bodianus speciosus
2010,2008,VU,Vulnerable,Bodianus scrofa
2010,2008,LC,Least Concern,Symphodus bailloni
2010,2008,LC,Least Concern,Labrus merula
2010,2008,LC,Least Concern,Symphodus roissali
2010,2008,VU,Vulnerable,Labrus viridis
2010,2008,LC,Least Concern,Xyrichtys novacula
2010,2008,LC,Least Concern,Symphodus melops
2010,2008,LC,Least Concern,Ctenolabrus rupestris
2010,2009,LC,Least Concern,Coris julis
2010,2008,LC,Least Concern,Symphodus tinca
2011,2007,LC,Least Concern,Bathypterois mediterraneus
2011,2008,LC,Least Concern,Echiodon dentatus
2011,2008,DD,Data Deficient,Parophidion vassali
2011,2007,LC,Least Concern,Gobius bucchichi
2011,2007,DD,Data Deficient,Gobius strictus
2011,2007,DD,Data Deficient,Kuhlia rubens
2011,2009,LC,Least Concern,Myxine glutinosa
2011,2009,LC,Least Concern,Myxine ios
1996,1996,LR/lc,Lower Risk/least concern,Salmo salar
2011,2007,LC,Least Concern,Lepadogaster lepadogaster
2009,2006,NT,Near Threatened,Raja microocellata
2000,2000,LR/nt,Lower Risk/near threatened,Raja microocellata
2003,2003,DD,Data Deficient,Polyprion americanus
2006,2006,EN,Endangered,Rostroraja alba
2007,2007,LC,Least Concern,Raja montagui
1996,1996,VU,Vulnerable,Gadus morhua
2015,2013,LC,Least Concern,Guentherus altivela
2015,2013,LC,Least Concern,Ijimaia loppei
2015,2014,LC,Least Concern,Atherina presbyter
2015,2012,LC,Least Concern,Alepocephalus agassizii
2015,2012,LC,Least Concern,Alepocephalus australis
2015,2012,DD,Data Deficient,Alepocephalus bairdii
2015,2012,LC,Least Concern,Alepocephalus rostratus
2015,2012,LC,Least Concern,Asquamiceps hjorti
2015,2012,LC,Least Concern,Bajacalifornia megalops
2015,2012,LC,Least Concern,Bathylaco nigricans
2015,2012,LC,Least Concern,Bathyprion danae
2015,2012,LC,Least Concern,Bathytroctes michaelsarsi
2015,2012,LC,Least Concern,Bathytroctes microlepis
2015,2012,LC,Least Concern,Photostylus pycnopterus
2015,2012,LC,Least Concern,Rouleina maderensis
2015,2012,LC,Least Concern,Talismania antillarum
2015,2012,LC,Least Concern,Conocara macropterum
2015,2012,LC,Least Concern,Conocara salmoneum
2015,2012,LC,Least Concern,Einara macrolepis
2015,2012,LC,Least Concern,Herwigia kreffti
2015,2012,LC,Least Concern,Leptoderma macrops
2015,2012,LC,Least Concern,Rinoctes nasutus
2015,2012,LC,Least Concern,Rouleina attrita
2015,2012,LC,Least Concern,Talismania homoptera
2015,2014,LC,Least Concern,Xenodermichthys copei
2020,2019,LC,Least Concern,Arnoglossus imperialis
2010,2009,LC,Least Concern,Arnoglossus imperialis
2022,2021,LC,Least Concern,Buglossidium luteum
2010,2009,LC,Least Concern,Buglossidium luteum
2022,2021,LC,Least Concern,Dicologlossa cuneata
2010,2009,LC,Least Concern,Dicologlossa cuneata
2015,2014,LC,Least Concern,Gymnammodytes cicerelus
2015,2012,LC,Least Concern,Glossanodon leioglossus
2015,2013,LC,Least Concern,Aulopus filamentosus
2015,2014,LC,Least Concern,Bathysaurus mollis
2015,2012,LC,Least Concern,Halobatrachus didactylus
2015,2012,LC,Least Concern,Belone belone
2015,2012,LC,Least Concern,Tylosurus acus
2015,2014,LC,Least Concern,Arnoglossus laterna
2015,2013,DD,Data Deficient,Arnoglossus thori
2015,2013,LC,Least Concern,Bothus podas
2015,2013,LC,Least Concern,Cepola macrophthalma
2015,2015,LC,Least Concern,Chlorophthalmus agassizi
2015,2014,LC,Least Concern,Citharus linguatula
2015,2013,LC,Least Concern,Sardina pilchardus
2015,2014,VU,Vulnerable,Sardinella maderensis
2015,2013,LC,Least Concern,Symphurus nigrescens
2015,2013,LC,Least Concern,Engraulis encrasicolus
2015,2012,LC,Least Concern,Epigonus constanciae
2015,2012,LC,Least Concern,Epigonus telescopus
2015,2013,LC,Least Concern,Evermannella balbo
2015,2013,LC,Least Concern,Cheilopogon heterurus
2015,2013,LC,Least Concern,Exocoetus obtusirostris
2015,2013,LC,Least Concern,Exocoetus volitans
2015,2013,LC,Least Concern,Hirundichthys speculiger
2015,2012,LC,Least Concern,Epigonus denticulatus
2015,2013,LC,Least Concern,Bathypterois grallator
2015,2013,LC,Least Concern,Coelorinchus caelorhincus
2010,2009,DD,Data Deficient,Coelorinchus caelorhincus
2015,2012,LC,Least Concern,Coryphaenoides guentheri
2015,2012,LC,Least Concern,Hymenocephalus italicus
2015,2013,LC,Least Concern,Nezumia aequalis
2015,2013,LC,Least Concern,Nezumia sclerorhynchus
2015,2012,LC,Least Concern,Trachyrincus scabrus
2015,2015,LC,Least Concern,Gadella maraldi
2015,2013,LC,Least Concern,Mora moro
2015,2013,LC,Least Concern,Physiculus dalwigki
2015,2012,LC,Least Concern,Benthosema glaciale
2015,2012,LC,Least Concern,Ceratoscopelus maderensis
2015,2012,LC,Least Concern,Diaphus metopoclampus
2015,2012,LC,Least Concern,Diogenichthys atlanticus
2015,2012,LC,Least Concern,Electrona risso
2015,2012,LC,Least Concern,Hygophum benoiti
2015,2012,LC,Least Concern,Hygophum hygomii
2015,2012,LC,Least Concern,Lampanyctus crocodilus
2015,2012,LC,Least Concern,Lampanyctus pusillus
2015,2013,LC,Least Concern,Lobianchia dofleini
2015,2012,LC,Least Concern,Lobianchia gemellarii
2015,2012,LC,Least Concern,Myctophum punctatum
2015,2012,LC,Least Concern,Symbolophorus veranyi
2015,2013,LC,Least Concern,Lestidiops sphyrenoides
2015,2013,DD,Data Deficient,Sudis hyalina
2015,2014,LC,Least Concern,Peristedion cataphractum
2015,2012,LC,Least Concern,Scomberesox saurus
2015,2014,DD,Data Deficient,Pontinus kuhlii
2015,2013,LC,Least Concern,Scorpaena elongata
2015,2014,LC,Least Concern,Scorpaena loppei
2015,2014,LC,Least Concern,Scorpaena maderensis
2015,2014,LC,Least Concern,Scorpaena notata
2015,2014,LC,Least Concern,Scorpaena scrofa
2015,2013,LC,Least Concern,Helicolenus dactylopterus
2015,2014,LC,Least Concern,Bathysolea profundicola
2015,2014,DD,Data Deficient,Microchirus azevia
2015,2013,DD,Data Deficient,Microchirus ocellatus
2015,2014,LC,Least Concern,Microchirus variegatus
2015,2013,LC,Least Concern,Pegusa lascaris
2015,2014,DD,Data Deficient,Solea solea
2015,2013,DD,Data Deficient,Synapturichthys kleinii
2015,2014,LC,Least Concern,Sphyraena sphyraena
2015,2014,LC,Least Concern,Sphyraena viridensis
2015,2012,LC,Least Concern,Chelidonichthys lucerna
2015,2013,LC,Least Concern,Chelidonichthys obscurus
2015,2013,LC,Least Concern,Lepidotrigla dieuzeidei
2015,2013,LC,Least Concern,Trigla lyra
2015,2015,LC,Least Concern,Trachyscorpia cristulata
2015,2014,LC,Least Concern,Cottunculus thomsonii
2015,2012,LC,Least Concern,Malacocephalus laevis
2015,2013,LC,Least Concern,Lestidium atlanticum
2015,2012,LC,Least Concern,Asquamiceps caeruleus
2015,2013,LC,Least Concern,Gigantura indica
2015,2013,LC,Least Concern,Diaphus mollis
2015,2012,LC,Least Concern,Taaningichthys bathyphilus
2015,2013,LC,Least Concern,Bathypterois longipes
2015,2012,LC,Least Concern,Notolychnus valdiviae
2015,2013,LC,Least Concern,Nannobrachium lineatum
2015,2012,DD,Data Deficient,Diaphus dumerilii
2015,2014,LC,Least Concern,Scopelarchus analis
2015,2012,LC,Least Concern,Bolinichthys photothorax
2015,2012,LC,Least Concern,Diaphus garmani
2015,2013,LC,Least Concern,Bathytyphlops sewelli
2015,2013,LC,Least Concern,Sphyraena guachancho
2015,2012,LC,Least Concern,Lampanyctus nobilis
2015,2012,LC,Least Concern,Antimora rostrata
2015,2013,LC,Least Concern,Scopelosaurus lepidus
2015,2012,LC,Least Concern,Bolinichthys indicus
2015,2013,LC,Least Concern,Cheilopogon furcatus
2015,2012,LC,Least Concern,Bolinichthys supralateralis
2015,2012,LC,Least Concern,Gonichthys cocco
2015,2014,LC,Least Concern,Bathysaurus ferox
2015,2013,LC,Least Concern,Evermannella melanoderma
2015,2013,LC,Least Concern,Odontostomops normalops
2015,2013,LC,Least Concern,Bathymicrops regis
2015,2013,LC,Least Concern,Bathypterois dubius
2015,2013,LC,Least Concern,Bathypterois phenax
2015,2013,LC,Least Concern,Bathytyphlops marionae
2015,2013,LC,Least Concern,Ahliesaurus berryi
2015,2014,LC,Least Concern,Scopelosaurus argenteus
2015,2013,LC,Least Concern,Omosudis lowii
2015,2013,LC,Least Concern,Lestidiops affinis
2015,2014,LC,Least Concern,Macroparalepis affinis
2015,2015,LC,Least Concern,Magnisudis atlantica
2015,2013,LC,Least Concern,Benthalbella infans
2015,2012,LC,Least Concern,Scopelarchus guentheri
2015,2012,LC,Least Concern,Hemiramphus balao
2015,2012,LC,Least Concern,Scomberesox simulans
2015,2012,LC,Least Concern,Enchelyopus cimbrius
2015,2012,LC,Least Concern,Bathygadus favosus
2015,2012,LC,Least Concern,Bathygadus melanobranchus
2015,2012,LC,Least Concern,Cetonurus globiceps
2015,2012,LC,Least Concern,Coelorinchus labiatus
2015,2012,LC,Least Concern,Coryphaenoides leptolepis
2015,2012,CR,Critically Endangered,Coryphaenoides rupestris
2015,2012,LC,Least Concern,Coryphaenoides zaniophorus
2015,2012,LC,Least Concern,Gadomus longifilis
2015,2012,LC,Least Concern,Sphagemacrurus hirundo
2015,2012,LC,Least Concern,Melanonus zugmayeri
2015,2012,LC,Least Concern,Merluccius polli
2015,2012,LC,Least Concern,Laemonema yarrellii
2015,2012,LC,Least Concern,Physiculus cyanostrophus
2015,2012,LC,Least Concern,Benthosema suborbitale
2015,2012,LC,Least Concern,Centrobranchus nigroocellatus
2015,2012,LC,Least Concern,Ceratoscopelus warmingii
2015,2012,LC,Least Concern,Diaphus bertelseni
2015,2012,LC,Least Concern,Diaphus brachycephalus
2015,2012,LC,Least Concern,Diaphus effulgens
2015,2012,LC,Least Concern,Diaphus fragilis
2015,2012,LC,Least Concern,Diaphus lucidus
2015,2012,LC,Least Concern,Diaphus perspicillatus
2015,2012,LC,Least Concern,Diaphus splendidus
2015,2012,DD,Data Deficient,Diaphus subtilis
2015,2012,LC,Least Concern,Diaphus termophilus
2015,2012,LC,Least Concern,Hygophum macrochir
2015,2012,LC,Least Concern,Hygophum reinhardtii
2015,2012,LC,Least Concern,Hygophum taaningi
2015,2012,DD,Data Deficient,Lampadena anomala
2015,2012,LC,Least Concern,Lampadena chavesi
2015,2012,LC,Least Concern,Lampanyctus alatus
2015,2012,LC,Least Concern,Lampanyctus festivus
2015,2012,LC,Least Concern,Lampanyctus intricarius
2015,2012,LC,Least Concern,Lampanyctus tenuiformis
2015,2012,LC,Least Concern,Lepidophanes gaussi
2015,2012,LC,Least Concern,Lepidophanes guentheri
2015,2012,LC,Least Concern,Myctophum nitidulum
2015,2012,LC,Least Concern,Myctophum selenops
2015,2012,LC,Least Concern,Nannobrachium atrum
2015,2012,LC,Least Concern,Nannobrachium cuprarium
2015,2012,LC,Least Concern,Notoscopelus caudispinosus
2015,2012,LC,Least Concern,Notoscopelus resplendens
2015,2012,LC,Least Concern,Taaningichthys minimus
2015,2012,LC,Least Concern,Taaningichthys paurolychnus
2015,2012,LC,Least Concern,Neoscopelus macrolepidotus
2015,2012,LC,Least Concern,Scopelengys tristis
2015,2012,LC,Least Concern,Leptochilichthys agassizii
2015,2012,LC,Least Concern,Nansenia tenera
2019,2018,LC,Least Concern,Paracaristius maderensis
2015,2012,LC,Least Concern,Epigonus pandionis
2015,2014,NT,Near Threatened,Cynoglossus canariensis
2015,2013,LC,Least Concern,Symphurus ligulatus
2015,2013,LC,Least Concern,Chelidonichthys cuculus
2015,2013,LC,Least Concern,Symphurus insularis
2015,2014,DD,Data Deficient,Heteromycteris proboscideus
2015,2014,DD,Data Deficient,Microchirus boscanion
2015,2014,DD,Data Deficient,Microchirus theophila
2015,2014,LC,Least Concern,Microchirus wittei
2015,2014,DD,Data Deficient,Solea senegalensis
2015,2012,DD,Data Deficient,Dagetichthys lusitanica
2015,2014,LC,Least Concern,Polymixia nobilis
2015,2014,LC,Least Concern,Ebinania costaecanariae
2015,2014,LC,Least Concern,Scorpaena angolensis
2015,2014,LC,Least Concern,Scorpaena laevis
2015,2013,LC,Least Concern,Ectreposebastes imus
2015,2014,LC,Least Concern,Setarches guentheri
