,Reference,TAC ID,Species_x,TAC Zone,Level,TAC for comparison,Year,Amendment/Original,FishStock,FishStockTAC,area,speciesAcronym,_merge,Area,Species_y,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,tacCatches
3443,(RED/05B-F.) - 2020 - TAC - Original,(RED/05B-F.),Redfish,Faroese waters of 5b,TAC,tbd,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.1,reg,both,27.6.b.1,reg,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,both
3444,(RED/51214S) - 2020 - TAC - Original,(RED/51214S),Redfish,Union and international waters of 5; international waters of 12 and 14(shallow pelagic),TAC,0,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.1,reg,both,27.6.b.1,reg,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,both
3445,(RED/N1G14P) - 2020 - TAC - Original,(RED/N1G14P),Redfish,"Greenland waters of NAFO 1F and Greenland waters of 5,12 and 14 (pelagic)",TAC,tbd,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.1,reg,both,27.6.b.1,reg,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,both
3446,(RED/51214D) - 2020 - TAC - Original,(RED/51214D),Redfish,Union and international waters of 5; international waters of 12 and 14 (deep pelagic),TAC,5500,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.1,reg,both,27.6.b.1,reg,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,both
3447,(RED/N1G14D) - 2020 - TAC - Original,(RED/N1G14D),Redfish,Greenland waters of NAFO 1F and Greenland waters of 5 and 14 (demersal),TAC,tbd,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.1,reg,both,27.6.b.1,reg,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,both
3448,(RED/05B-F.) - 2020 - TAC - Original,(RED/05B-F.),Redfish,Faroese waters of 5b,TAC,tbd,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.2,reg,both,27.6.b.2,reg,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,both
3449,(RED/51214S) - 2020 - TAC - Original,(RED/51214S),Redfish,Union and international waters of 5; international waters of 12 and 14(shallow pelagic),TAC,0,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.2,reg,both,27.6.b.2,reg,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,both
3450,(RED/N1G14P) - 2020 - TAC - Original,(RED/N1G14P),Redfish,"Greenland waters of NAFO 1F and Greenland waters of 5,12 and 14 (pelagic)",TAC,tbd,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.2,reg,both,27.6.b.2,reg,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,both
3451,(RED/51214D) - 2020 - TAC - Original,(RED/51214D),Redfish,Union and international waters of 5; international waters of 12 and 14 (deep pelagic),TAC,5500,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.2,reg,both,27.6.b.2,reg,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,both
3452,(RED/N1G14D) - 2020 - TAC - Original,(RED/N1G14D),Redfish,Greenland waters of NAFO 1F and Greenland waters of 5 and 14 (demersal),TAC,tbd,2020.0,Original,reg.27.561214,reg.27.561214,27.6.b.2,reg,both,27.6.b.2,reg,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,both
3453,(RED/1/2INT.) - 2012 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,7500,2012.0,Original,reb.27.1-2,reb.27.1-2,27.1.a,reb,both,27.1.a,reb,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,both
3454,(RED/1N2AB.) - 2012 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,reb.27.1-2,reb.27.1-2,27.1.a,reb,both,27.1.a,reb,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,both
3455,(RED/1/2INT.) - 2012 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,7500,2012.0,Original,reb.27.1-2,reb.27.1-2,27.1.b,reb,both,27.1.b,reb,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,35.47,0.0,0.0,0.0,0.0,,,,both
3456,(RED/1N2AB.) - 2012 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,reb.27.1-2,reb.27.1-2,27.1.b,reb,both,27.1.b,reb,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,35.47,0.0,0.0,0.0,0.0,,,,both
3457,(RED/1/2INT.) - 2012 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,7500,2012.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.1,reb,both,27.2.a.1,reb,,,,,,,,0.0,,,17.0,,,,,,,447.81,0.0,0.0,0.0,514.86,0.0,1768.16,,,,both
3458,(RED/1N2AB.) - 2012 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.1,reb,both,27.2.a.1,reb,,,,,,,,0.0,,,17.0,,,,,,,447.81,0.0,0.0,0.0,514.86,0.0,1768.16,,,,both
3459,(RED/1/2INT.) - 2012 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,7500,2012.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.2,reb,both,27.2.a.2,reb,,,0.0,,,,0.0,0.0,0.0,,15.0,,,,,,,,0.0,989.54,0.0,191.23,0.0,1.88,,,,both
3460,(RED/1N2AB.) - 2012 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.2,reb,both,27.2.a.2,reb,,,0.0,,,,0.0,0.0,0.0,,15.0,,,,,,,,0.0,989.54,0.0,191.23,0.0,1.88,,,,both
3461,(RED/1/2INT.) - 2012 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,7500,2012.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.1,reb,both,27.2.b.1,reb,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,both
3462,(RED/1N2AB.) - 2012 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.1,reb,both,27.2.b.1,reb,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,both
3463,(RED/1/2INT.) - 2012 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,7500,2012.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.2,reb,both,27.2.b.2,reb,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,353.03,0.0,0.0,0.0,0.01,,,,both
3464,(RED/1N2AB.) - 2012 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.2,reb,both,27.2.b.2,reb,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,353.03,0.0,0.0,0.0,0.01,,,,both
3465,(RED/1/2INT.) - 2016 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.1.a,reb,both,27.1.a,reb,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,both
3466,(RED/1N2AB.) - 2016 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.1.a,reb,both,27.1.a,reb,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,both
3467,(RED/1/2INT.) - 2016 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.1.b,reb,both,27.1.b,reb,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,391.33,1.6,0.0,0.0,975.79,,,,both
3468,(RED/1N2AB.) - 2016 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.1.b,reb,both,27.1.b,reb,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,391.33,1.6,0.0,0.0,975.79,,,,both
3469,(RED/1/2INT.) - 2016 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.1,reb,both,27.2.a.1,reb,,,,,,,,0.0,,,0.0,,,,,,,1064.57,0.2,2.93,0.0,0.0,0.0,2227.96,,,,both
3470,(RED/1N2AB.) - 2016 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.1,reb,both,27.2.a.1,reb,,,,,,,,0.0,,,0.0,,,,,,,1064.57,0.2,2.93,0.0,0.0,0.0,2227.96,,,,both
3471,(RED/1/2INT.) - 2016 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.2,reb,both,27.2.a.2,reb,,,0.0,,,,0.0,0.0,0.0,,8.0,,,,,,,,0.0,7986.76,182.51,0.0,0.0,0.0,,,,both
3472,(RED/1N2AB.) - 2016 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.2,reb,both,27.2.a.2,reb,,,0.0,,,,0.0,0.0,0.0,,8.0,,,,,,,,0.0,7986.76,182.51,0.0,0.0,0.0,,,,both
3473,(RED/1/2INT.) - 2016 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.1,reb,both,27.2.b.1,reb,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,both
3474,(RED/1N2AB.) - 2016 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.1,reb,both,27.2.b.1,reb,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,both
3475,(RED/1/2INT.) - 2016 - TAC - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.2,reb,both,27.2.b.2,reb,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,9483.53,23.96,0.0,0.0,7.02,,,,both
3476,(RED/1N2AB.) - 2016 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.2,reb,both,27.2.b.2,reb,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,0.0,9483.53,23.96,0.0,0.0,7.02,,,,both
3477,(RED/1/2INT.) - 2020 - EU - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,13686,2020.0,Original,reb.27.1-2,reb.27.1-2,27.1.a,reb,both,27.1.a,reb,,,,,,,,,21.1,,0.0,,,,,,,,,0.0,,,,,,,,both
3478,(RED/1N2AB.) - 2020 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,reb.27.1-2,reb.27.1-2,27.1.a,reb,both,27.1.a,reb,,,,,,,,,21.1,,0.0,,,,,,,,,0.0,,,,,,,,both
3479,(RED/1/2INT.) - 2020 - EU - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,13686,2020.0,Original,reb.27.1-2,reb.27.1-2,27.1.b,reb,both,27.1.b,reb,,,,,,,11.97,5.9286,0.0,,,,,,,,0.0,,,890.4,3.3989,9.03,91.0,6.96,,,,both
3480,(RED/1N2AB.) - 2020 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,reb.27.1-2,reb.27.1-2,27.1.b,reb,both,27.1.b,reb,,,,,,,11.97,5.9286,0.0,,,,,,,,0.0,,,890.4,3.3989,9.03,91.0,6.96,,,,both
3481,(RED/1/2INT.) - 2020 - EU - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,13686,2020.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.1,reb,both,27.2.a.1,reb,,,,,,,,1380.2698,,,0.0,,,,,,,1080.869,1365.545,0.0,0.0,0.0,16.0,736.97,,,,both
3482,(RED/1N2AB.) - 2020 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.1,reb,both,27.2.a.1,reb,,,,,,,,1380.2698,,,0.0,,,,,,,1080.869,1365.545,0.0,0.0,0.0,16.0,736.97,,,,both
3483,(RED/1/2INT.) - 2020 - EU - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,13686,2020.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.2,reb,both,27.2.a.2,reb,,,0.0,,,,65.771,416.9055,42.3,,0.0,,,,,,,,0.076,22883.99,0.0,466.33,5963.0,0.0,,,,both
3484,(RED/1N2AB.) - 2020 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,reb.27.1-2,reb.27.1-2,27.2.a.2,reb,both,27.2.a.2,reb,,,0.0,,,,65.771,416.9055,42.3,,0.0,,,,,,,,0.076,22883.99,0.0,466.33,5963.0,0.0,,,,both
3485,(RED/1/2INT.) - 2020 - EU - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,13686,2020.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.1,reb,both,27.2.b.1,reb,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,both
3486,(RED/1N2AB.) - 2020 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.1,reb,both,27.2.b.1,reb,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,both
3487,(RED/1/2INT.) - 2020 - EU - Original,(RED/1/2INT.),Redfish,International waters of 1 and 2,TAC,13686,2020.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.2,reb,both,27.2.b.2,reb,,,,,,,4.635,4.052,3.6,,,,,,,,0.0,,0.0,9137.9,0.4095,0.37,7482.0,6.37,,,,both
3488,(RED/1N2AB.) - 2020 - TAC - Original,(RED/1N2AB.),Redfish,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,reb.27.1-2,reb.27.1-2,27.2.b.2,reb,both,27.2.b.2,reb,,,,,,,4.635,4.052,3.6,,,,,,,,0.0,,0.0,9137.9,0.4095,0.37,7482.0,6.37,,,,both
3489,(POK/1/2INT) - 2012 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.1.a,pok,both,27.1.a,pok,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,,,,,,both
3490,(POK/1N2AB.) - 2012 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.1.a,pok,both,27.1.a,pok,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,,,,,,both
3491,(POK/1/2INT) - 2012 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.1.b,pok,both,27.1.b,pok,,,,,0.0,,0.0,0.0,5.0,,18.0,,,,,,,,,16848.76,0.0,0.0,0.0,0.0,,,55.6,both
3492,(POK/1N2AB.) - 2012 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.1.b,pok,both,27.1.b,pok,,,,,0.0,,0.0,0.0,5.0,,18.0,,,,,,,,,16848.76,0.0,0.0,0.0,0.0,,,55.6,both
3493,(POK/1/2INT) - 2012 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.1,pok,both,27.2.a.1,pok,,,,,,,0.0,1365.75,0.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,both
3494,(POK/1N2AB.) - 2012 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.1,pok,both,27.2.a.1,pok,,,,,,,0.0,1365.75,0.0,,2.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,both
3495,(POK/1/2INT) - 2012 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.2,pok,both,27.2.a.2,pok,,,0.0,,0.0,,0.0,0.0,653.0,,103.0,0.0,,,,,,0.0,0.0,126133.58,0.0,7.65,0.0,3.7,0.0,,1026.5,both
3496,(POK/1N2AB.) - 2012 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.2,pok,both,27.2.a.2,pok,,,0.0,,0.0,,0.0,0.0,653.0,,103.0,0.0,,,,,,0.0,0.0,126133.58,0.0,7.65,0.0,3.7,0.0,,1026.5,both
3497,(POK/1/2INT) - 2012 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.1,pok,both,27.2.b.1,pok,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
3498,(POK/1N2AB.) - 2012 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.1,pok,both,27.2.b.1,pok,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
3499,(POK/1/2INT) - 2012 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.2,pok,both,27.2.b.2,pok,,,0.0,,,,0.0,0.0,0.0,,3.0,0.0,,,,,,,,192.15,0.0,0.0,0.0,0.0,,,4.4,both
3500,(POK/1N2AB.) - 2012 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2012.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.2,pok,both,27.2.b.2,pok,,,0.0,,,,0.0,0.0,0.0,,3.0,0.0,,,,,,,,192.15,0.0,0.0,0.0,0.0,,,4.4,both
3501,(POK/1/2INT) - 2016 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.1.a,pok,both,27.1.a,pok,,,,,,,0.0,0.0,0.0,,299.0,,,,,,,,,80.74,,0.0,,,,,,both
3502,(POK/1N2AB.) - 2016 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.1.a,pok,both,27.1.a,pok,,,,,,,0.0,0.0,0.0,,299.0,,,,,,,,,80.74,,0.0,,,,,,both
3503,(POK/1/2INT) - 2016 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.1.b,pok,both,27.1.b,pok,,,,,0.0,,7.61,0.0,132.0,,0.0,,,,,,,,,24726.77,0.71,0.74,0.0,0.0,,,167.01,both
3504,(POK/1N2AB.) - 2016 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.1.b,pok,both,27.1.b,pok,,,,,0.0,,7.61,0.0,132.0,,0.0,,,,,,,,,24726.77,0.71,0.74,0.0,0.0,,,167.01,both
3505,(POK/1/2INT) - 2016 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.1,pok,both,27.2.a.1,pok,,,,,,,0.0,951.63,0.0,,0.0,,,,,,,,0.0,46.58,0.0,34.95,,,,,,both
3506,(POK/1N2AB.) - 2016 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.1,pok,both,27.2.a.1,pok,,,,,,,0.0,951.63,0.0,,0.0,,,,,,,,0.0,46.58,0.0,34.95,,,,,,both
3507,(POK/1/2INT) - 2016 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.2,pok,both,27.2.a.2,pok,,,3.92,,0.0,,515.44,0.0,480.9,,403.0,5.97,,,,,,0.0,0.0,92517.03,519.01,16.48,0.0,26.2,0.0,,133.5,both
3508,(POK/1N2AB.) - 2016 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.2,pok,both,27.2.a.2,pok,,,3.92,,0.0,,515.44,0.0,480.9,,403.0,5.97,,,,,,0.0,0.0,92517.03,519.01,16.48,0.0,26.2,0.0,,133.5,both
3509,(POK/1/2INT) - 2016 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.1,pok,both,27.2.b.1,pok,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,both
3510,(POK/1N2AB.) - 2016 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.1,pok,both,27.2.b.1,pok,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,both
3511,(POK/1/2INT) - 2016 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.2,pok,both,27.2.b.2,pok,,,0.0,,,,2.47,0.0,0.5,,0.0,0.0,,,,,,,,4334.1,9.93,0.06,0.0,0.2,,,0.37,both
3512,(POK/1N2AB.) - 2016 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2016.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.2,pok,both,27.2.b.2,pok,,,0.0,,,,2.47,0.0,0.5,,0.0,0.0,,,,,,,,4334.1,9.93,0.06,0.0,0.2,,,0.37,both
3513,(POK/1/2INT) - 2019 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.1.a,pok,both,27.1.a,pok,,,,,,,0.0,0.0,39.0,,0.0,,,,,,,,,0.0,,0.0,,,,,,both
3514,(POK/1N2AB.) - 2020 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.1.a,pok,both,27.1.a,pok,,,,,,,0.0,0.0,39.0,,0.0,,,,,,,,,0.0,,0.0,,,,,,both
3515,(POK/1/2INT) - 2019 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.1.b,pok,both,27.1.b,pok,,,,,193.397,,50.528,76.6775,0.0,,73.0,,,,,,,,,23294.12,0.0,74.62,2057.0,0.0,,,0.0,both
3516,(POK/1N2AB.) - 2020 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.1.b,pok,both,27.1.b,pok,,,,,193.397,,50.528,76.6775,0.0,,73.0,,,,,,,,,23294.12,0.0,74.62,2057.0,0.0,,,0.0,both
3517,(POK/1/2INT) - 2019 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.1,pok,both,27.2.a.1,pok,,,,,,,0.0,1.0714,0.0,,0.0,,,,,,,,0.0,1.96,0.0,0.0,,,,,,both
3518,(POK/1N2AB.) - 2020 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.1,pok,both,27.2.a.1,pok,,,,,,,0.0,1.0714,0.0,,0.0,,,,,,,,0.0,1.96,0.0,0.0,,,,,,both
3519,(POK/1/2INT) - 2019 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.2,pok,both,27.2.a.2,pok,,,89.0,,293.4518,,477.932,1466.5838,408.9,,300.0,8.385,,,,,,0.0,9.059,124611.04,1.039,56.93,11985.0,0.0,12.149,,0.0,both
3520,(POK/1N2AB.) - 2020 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.2.a.2,pok,both,27.2.a.2,pok,,,89.0,,293.4518,,477.932,1466.5838,408.9,,300.0,8.385,,,,,,0.0,9.059,124611.04,1.039,56.93,11985.0,0.0,12.149,,0.0,both
3521,(POK/1/2INT) - 2019 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.1,pok,both,27.2.b.1,pok,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
3522,(POK/1N2AB.) - 2020 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.1,pok,both,27.2.b.1,pok,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,both
3523,(POK/1/2INT) - 2019 - TAC - Original,(POK/1/2INT),Saithe,International waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.2,pok,both,27.2.b.2,pok,,,0.0,,,,0.982,0.0,0.0,,0.0,0.0,,,,,,,,2792.21,0.1512,0.0,40.0,0.0,,,0.0,both
3524,(POK/1N2AB.) - 2020 - TAC - Original,(POK/1N2AB.),Saithe,Norwegian waters of 1 and 2,TAC,tbd,2020.0,Original,pok.27.1-2,pok.27.1-2,27.2.b.2,pok,both,27.2.b.2,pok,,,0.0,,,,0.982,0.0,0.0,,0.0,0.0,,,,,,,,2792.21,0.1512,0.0,40.0,0.0,,,0.0,both
3525,(POK/2C3A4) - 2012 - TAC - Original,(POK/2C3A4),Saithe,3a and 4; Union waters of 2a,TAC,79320,2012.0,Original,pok.27.3a46,pok.27.3a46,27.4.a,pok,both,27.4.a,pok,0.0,,3269.61,,8.0,,9092.61,5577.83,,,0.0,0.0,,,,,,0.0,8.0,32528.88,0.0,0.0,0.0,0.0,147.8,,7220.8,both
