,Country,Year,nitro,wasteG,wasteR,scoreESD,co2pc,mpa,ohiBio,fseScore,ohiLive,ohiTour,oResearch,ohiArt,threatened,imoRatedf,plastic,14.1,14.3,14.5,14.7,14.b
16,Croatia,2017,58.59,90.76,37.3,100.0,87.4,28.47,54.6,,78.56,89.14,12.894,62.55,,72.54901960784314,63.45207545967494,61.01619372186592,93.6788024779812,41.32548307983839,83.83330035870688,
17,Croatia,2018,61.95,89.08,37.3,100.0,89.04,28.47,55.8,,78.56,88.66,12.894,61.71,,74.50980392156863,62.64137526859458,62.29559172024274,94.50410410151628,41.908773848801324,83.5947385455341,
176,Croatia,2019,61.95,89.08,35.7,100.0,88.5,28.47,57.0,,78.56,87.78,12.894,60.9,,74.50980392156863,61.79754173007172,61.87376616927982,94.23244778889645,42.491621848195145,83.15721623063412,
131,Croatia,2020,61.95,78.15,34.1,100.0,90.38,29.97,56.18,,78.56,67.48,12.894,60.65,,74.50980392156863,55.679289949296084,58.80628331104506,95.17784150842448,42.871997851369215,72.99896107305224,
296,Croatia,2021,61.95,78.15,34.1,100.0,88.46,29.96,55.92,,78.56,69.54,12.894,59.49,,74.50980392156863,55.679289949296084,58.80628331104506,94.21232163015623,42.74027380572171,74.03625627414766,
18,Cyprus,2012,5.19,100.0,44.8,100.0,54.53,0.41,68.48,,65.03,60.5,3.858181818181819,76.37,,68.62745098039215,71.8584218592123,36.75557057861115,76.92479991200345,32.05398185732122,62.76091213647691,
19,Cyprus,2013,7.83,100.0,45.3,100.0,61.44,0.41,67.9,,63.18,79.6,3.858181818181819,75.58,,68.62745098039215,72.12041964191631,38.452557048748574,80.48719011620364,31.785180380746382,71.34267234018968,
20,Cyprus,2014,0.76,99.16,46.6,100.0,57.25,0.41,68.59,,63.18,76.27,5.77375,71.12,,68.62745098039215,72.39377907549598,34.13091864593623,78.33023609532496,32.104961192600825,69.69422982423629,
21,Cyprus,2015,0.9,99.16,63.8,100.0,56.16,0.41,67.84,,63.18,67.36,6.13375,69.79,,68.62745098039215,81.28643347523052,38.35749668818196,77.76754288909068,31.757373201482277,65.26665317041919,
132,Cyprus,2016,0.9,98.32,74.3,100.0,52.28,0.41,66.02,,63.18,63.53,15.43090909090909,69.52,,68.62745098039215,86.22613072175486,40.648532350035595,75.75886674050555,30.913876913720216,63.35497583060187,
180,Cyprus,2017,0.9,98.32,76.0,98.23056038972193,51.36,0.41,65.89,,63.18,61.25,12.894,70.09,,68.62745098039215,87.08832935307515,41.04839830919226,74.42098651769406,30.853626284134847,62.21425157311638,
133,Cyprus,2018,0.9,95.8,54.3,99.03166193570107,53.95,0.41,65.77,,63.18,58.8,12.894,71.53,,70.58823529411765,74.75884226105622,35.32962449608545,76.15301478572128,30.79801021038221,60.98606716217829,
181,Cyprus,2019,0.9,95.8,51.1,91.88645116548557,54.89,0.41,66.97,,63.18,59.95,12.894,72.28,,70.58823529411765,73.10372758291341,34.56181283542331,73.15219971186345,31.354166325023012,61.5628814536535,
134,Cyprus,2020,0.9,88.24,51.9,93.2605948762429,56.55,28.74,64.84,,63.18,46.61,12.894,72.69,,70.58823529411765,69.83131591080834,33.04363588422133,74.6777687183734,46.43132399115308,54.8322063025229,
310,Cyprus,2021,0.9,88.24,51.9,86.94581993795654,54.06,28.74,64.46,,63.18,57.34,12.894,71.47,,72.54901960784314,69.83131591080834,33.04363588422133,70.30913787667757,46.247546694314735,60.25292216422878,
22,Denmark,2012,50.4,88.24,99.4,100.0,65.29,59.49,72.56,98.66,61.44,23.47,3.858181818181819,70.31,96.639,80.3921568627451,93.80339514064696,71.76925165810285,82.46122119262957,65.99259860036828,42.01284494699463,83.37019762063049
23,Denmark,2013,48.75,88.24,97.9,100.0,62.68,59.49,72.25,98.53,66.22,24.73,3.858181818181819,73.44,96.639,80.3921568627451,93.05746059341976,70.5509351892066,81.12377345239295,65.83904718077284,44.98124142009778,84.96010876318934
24,Denmark,2014,52.01,89.08,98.2,100.0,69.21,59.49,71.8,98.26,66.22,26.28,5.77375,74.61,96.639,80.3921568627451,93.62889204487065,72.51733181940143,84.46404003311658,65.61609639617716,45.80224217608427,85.5534319395135
25,Denmark,2015,51.92,89.08,97.9,100.0,73.02,59.49,72.04,98.63,66.22,27.54,6.13375,78.3,96.639,80.3921568627451,93.47959443268283,72.39804532353419,86.40433034282233,65.73501140385365,46.46714150302898,87.42133686185389
135,Denmark,2016,51.92,87.39,98.1,100.0,70.8,59.49,70.68,98.88,66.22,28.7,15.43090909090909,78.61,96.639,80.3921568627451,92.72953058672655,72.03242182448909,85.27449728754804,65.06091755653766,47.077420418483584,87.57803733586425
185,Denmark,2017,51.92,87.39,98.3,100.0,74.48,59.5,70.3,98.9,66.22,27.83,12.894,78.51,96.639,80.3921568627451,92.82896436494464,72.08089776854001,87.14630131099705,64.87750503116298,46.61987336883011,87.5274924935524
136,Denmark,2018,51.92,89.08,97.9,100.0,74.85,59.5,69.75,98.85,66.22,27.84,12.894,78.87,96.639,88.23529411764706,93.47959443268283,72.39804532353419,87.33420346231999,64.60465408556537,46.625138030212874,87.70943750292888
186,Denmark,2019,51.92,89.08,98.1,100.0,80.52,59.73,69.35,98.75,66.22,27.35,12.894,78.72,96.639,88.23529411764706,93.57912860179854,72.44655569897124,90.20733074647221,64.52205719417297,46.367015899168436,87.6336326055408
137,Denmark,2020,51.92,84.03,73.1,100.0,84.5,61.07,70.96,98.66,66.22,24.02,12.894,79.45,96.639,88.23529411764706,78.54597515517776,65.09604493403913,92.2174020135772,65.99645939804137,44.60396812065949,88.00247596426934
324,Denmark,2021,51.92,84.03,73.1,100.0,82.76,61.07,71.31,98.66,66.22,22.95,12.894,76.55,96.639,92.15686274509804,78.54597515517776,65.09604493403913,91.33927418331415,66.17017504299339,44.033885957967684,86.53609479904125
26,Estonia,2012,75.2,89.92,44.0,97.13544607834983,12.53,62.09,80.68,97.82,59.66,38.02,3.858181818181819,89.37,91.262,76.47058823529412,66.55709787691453,70.86536571848767,52.94410102679961,71.3242888140363,48.7190054476474,90.31550455364746
190,Estonia,2013,75.2,89.92,70.3,100.0,0.0,62.09,79.04,98.73,73.81,42.07,3.858181818181819,90.16,91.262,76.47058823529412,80.04976279433984,77.62109321717229,46.29373561436453,70.51396642251164,57.719456173488396,90.7108326536317
138,Estonia,2014,75.2,83.19,75.9,100.0,4.93,62.09,79.41,96.99,73.81,46.02,5.77375,90.71,91.262,76.47058823529412,79.53664540182402,77.36528377938785,49.73260392236844,70.69684773497306,59.75219405629984,90.98595813854158
191,Estonia,2015,75.2,83.19,76.4,100.0,24.09,62.09,77.69,98.85,73.81,45.28,6.13375,90.8,91.262,76.47058823529412,79.78777524136936,77.49049200013327,60.78483034162936,69.84637090742464,59.37221893201169,91.03097069071787
139,Estonia,2016,75.2,76.47,85.8,100.0,13.24,62.09,75.47,99.78,73.81,44.89,15.43090909090909,90.76,91.262,76.47058823529412,81.12158044406569,78.15518084281898,54.701850073529876,68.74740558603395,59.171810265172496,91.01096538819978
192,Estonia,2017,75.2,76.47,79.6,95.34392272273496,5.54,62.07,73.61,99.13,73.81,42.4,12.894,90.97,91.262,76.47058823529412,78.03343056820651,76.61540537895044,47.94178825861221,67.81542836023401,57.88971633001191,91.1159883028171
140,Estonia,2018,75.2,70.59,81.8,97.30909060405497,11.12,62.07,73.42,98.79,73.81,41.89,12.894,91.68,91.262,78.43137254901961,76.1743632132183,75.68702481137568,52.207252727301025,67.72119846976437,57.62655192924515,91.47097612300988
193,Estonia,2019,75.2,70.59,85.4,96.38484446695543,46.82,62.12,74.75,98.98,73.81,44.76,12.894,92.13,91.262,78.43137254901961,77.95978729561607,76.57865035543117,71.16325509484761,68.40581611859909,59.10498382978361,91.69589729279267
141,Estonia,2020,75.2,77.31,87.4,100.0,66.25,62.6,75.79,98.83,73.81,36.57,12.894,92.56,91.262,78.43137254901961,82.33953633568102,78.76167609004865,82.95234718638382,69.16351695564448,54.86875603548613,91.91077086257889
338,Estonia,2021,75.2,77.31,87.4,100.0,59.32,62.6,75.35,98.83,73.81,37.01,12.894,91.79,91.262,82.35294117647058,82.33953633568102,78.76167609004865,79.39701517520767,68.94549160810898,55.097775822002156,91.5259619255129
27,Finland,2012,66.47,89.92,51.0,100.0,45.77,37.1,79.25,,75.44,24.1,1.21,85.84,86.364,76.47058823529412,70.18724571305683,68.3260946592887,72.36652064113004,57.78316827192706,49.070096999036956,86.10196013790579
28,Finland,2013,66.92,89.92,54.1,100.0,45.28,37.1,77.22,,82.24,24.21,1.21,85.11,86.364,76.47058823529412,71.78458644487537,69.3480270090483,72.10994347430051,56.79930328439284,52.38270575808603,85.73677073317542
29,Finland,2014,66.47,86.55,68.3,100.0,51.97,37.1,77.17,,82.24,24.61,1.3,84.55,86.364,76.47058823529412,77.37108545294906,71.89986649572377,75.59797847862241,56.77505918123851,52.59862031552374,85.4565186663422
30,Finland,2015,65.58,86.55,88.9,100.0,57.61,37.1,74.83,,82.24,25.37,1.18,83.46,86.364,76.47058823529412,87.72421306807396,76.57182049391643,78.51593232342314,55.639826303546066,53.008140078244615,84.91075846691386
31,Finland,2016,66.52,90.76,97.2,96.54922066216152,53.09,37.1,72.17,,82.24,25.51,1.23,82.76,86.364,76.47058823529412,93.97448248894335,80.12916987025604,74.49882068527464,54.34784622446665,53.0834776283272,84.56007982059062
32,Finland,2017,64.68,90.76,98.0,100.0,57.27,35.03,71.17,,82.24,27.27,1.21,82.33,86.364,76.47058823529412,94.37305569759967,79.38701404420226,78.34055445517627,52.785417400490346,54.02803335522381,84.34458809968162
33,Finland,2018,61.77,85.71,98.1,98.99075398794211,55.54,35.03,71.68,,82.24,26.95,1.21,82.14,86.364,86.27450980392157,91.88410275803881,76.67840783614231,76.95519226709696,53.03287927055527,53.856637520807254,84.2493525395823
197,Finland,2019,61.77,85.71,98.1,98.02113797028836,60.79,40.37,73.76,,82.24,26.86,1.21,79.85,86.364,86.27450980392157,91.88410275803881,76.67840783614231,79.18502705808326,56.81666167239976,53.80840569446941,83.10061597299246
142,Finland,2020,61.77,84.03,99.4,100.0,68.15,39.96,74.73,,82.24,19.86,1.21,76.21,86.364,86.27450980392157,91.68275977411867,76.57953673241097,83.92313486064928,57.076682821133126,50.01597990430048,81.27113333905729
352,Finland,2021,61.77,84.03,99.4,100.0,68.23,39.96,74.15,,82.24,19.81,1.21,70.57,86.364,90.19607843137254,91.68275977411867,76.57953673241097,83.96397494780776,56.79435364478768,49.98855811614165,78.4271850840128
34,France,2012,77.22,83.19,64.0,100.0,79.37,87.22,72.2,99.4,79.4,44.27,13.3,76.77,84.049,84.31372549019608,73.53224878246557,75.37386886009332,89.62553177556632,79.67456179696559,61.581560286037266,80.4012602269328
35,France,2013,74.44,83.19,64.2,100.0,79.38,87.22,71.44,99.09,79.41,43.87,13.3,78.28,84.049,84.31372549019608,73.63363803661521,74.03670923791586,89.63059288853516,79.29068978087696,61.379662977615205,81.15937316623814
36,France,2014,74.49,82.35,64.0,100.0,83.77,87.22,70.73,99.09,79.41,43.97,5.77375,80.43,84.049,84.31372549019608,73.11730695840419,73.80333433559252,91.84911212814188,78.93187150474013,61.4313670222593,82.23750911271809
37,France,2015,71.04,82.35,64.3,100.0,83.39,87.22,71.29,99.09,79.41,45.83,6.13375,78.64,84.049,84.31372549019608,73.26929826985545,72.15378813771585,91.65733115017517,79.2148993804046,62.39173665887051,81.34000316422059
38,France,2016,66.47,79.83,64.5,100.0,83.14,87.22,69.96,99.99,79.41,45.31,8.86,77.79,84.049,84.31372549019608,72.12420545489562,69.29133405978767,91.53113369673673,78.54250769120094,62.12349580915078,80.9134467277768
39,France,2017,72.65,79.83,69.8,100.0,82.87,100.0,74.6,99.99,79.41,46.16,8.86,76.16,84.049,84.31372549019608,74.79817734585957,73.72330621971253,91.39481736449756,87.20724831974722,62.56186820507612,80.09478378194218
40,France,2018,69.47,78.15,69.9,100.0,84.88,100.0,74.81,99.97,79.41,47.72,8.86,75.51,84.049,90.19607843137254,74.01350004911214,71.73815251556508,92.40904671270236,87.31389225180115,63.365118790170975,79.76806939340973
201,France,2019,69.47,78.15,69.9,100.0,85.81,100.0,74.97,99.97,79.41,48.03,8.86,75.86,84.049,90.19607843137254,74.01350004911214,71.73815251556508,92.87787823894216,87.39513341742466,63.52454529153923,79.94401072603412
143,France,2020,69.47,73.95,71.8,100.0,90.44,100.0,74.68,99.97,79.41,42.29,8.86,76.5,84.049,90.19607843137254,72.87420708556937,71.1700680041159,95.20799655981337,87.24787657794157,60.56173707954937,80.26562243584182
366,France,2021,69.47,73.95,71.8,100.0,87.31,100.0,74.77,99.97,79.41,45.28,8.86,74.73,84.049,96.07843137254902,72.87420708556937,71.1700680041159,93.63348795981138,87.29358042774959,62.10801454537568,79.37581735258564
41,Germany,2012,54.12,78.15,99.7,100.0,40.23,100.0,73.45,98.26,86.5,71.18,0.84,70.41,75.127,80.3921568627451,88.85953667081674,71.27632482908311,69.45423727088692,86.6229428998474,78.80272116810359,72.76467716940165
42,Germany,2013,52.42,78.15,99.9,100.0,38.61,100.0,72.35,98.26,89.31,68.65,0.84,69.09,75.127,80.3921568627451,88.95838777060452,70.45003162023815,68.59755926092015,86.06355490074948,78.9122244409804,72.10218009456875
43,Germany,2014,58.24,76.47,99.8,100.0,42.92,100.0,71.1,98.26,89.31,71.25,0.8,68.56,75.127,80.3921568627451,88.05754580182862,72.99562101223174,70.87152270214189,85.42729500154594,80.22909194430106,71.83599364598705
44,Germany,2015,51.12,76.47,99.8,100.0,43.02,100.0,71.01,98.03,89.31,72.5,0.64,73.99,75.127,80.3921568627451,88.05754580182862,69.34031159121459,70.92409013376675,85.38145959739512,80.86125143461089,74.55828326024519
